year,sample,island,pool,magna,longispina,pulex,poolname
1994,1,G,114,0,0,0,G-114
1994,2,G,114,0,0,0,G-114
1995,1,G,114,0,0,0,G-114
1995,2,G,114,0,0,0,G-114
1996,1,G,114,0,0,0,G-114
1996,2,G,114,0,0,0,G-114
1997,1,G,114,0,0,0,G-114
1997,2,G,114,0,0,0,G-114
1998,1,G,114,0,0,0,G-114
1998,2,G,114,0,0,0,G-114
1999,1,G,114,0,0,0,G-114
1999,2,G,114,0,0,0,G-114
2000,1,G,114,0,0,0,G-114
2000,2,G,114,0,0,0,G-114
2001,1,G,114,0,0,0,G-114
2001,2,G,114,0,0,0,G-114
2002,1,G,114,0,0,0,G-114
2002,2,G,114,0,0,0,G-114
2003,1,G,114,0,0,0,G-114
2003,2,G,114,0,0,0,G-114
2004,1,G,114,0,0,0,G-114
2004,2,G,114,0,0,0,G-114
2005,1,G,114,0,0,0,G-114
2005,2,G,114,0,0,0,G-114
2006,1,G,114,0,0,0,G-114
2006,2,G,114,0,0,0,G-114
2007,1,G,114,0,0,0,G-114
2007,2,G,114,0,0,0,G-114
2008,1,G,114,0,0,0,G-114
2008,2,G,114,0,0,0,G-114
1982,1,G,115,NA,NA,NA,G-115
1982,2,G,115,0,0,0,G-115
1983,1,G,115,0,0,0,G-115
1983,2,G,115,0,0,0,G-115
1984,1,G,115,0,0,0,G-115
1984,2,G,115,0,0,0,G-115
1985,1,G,115,0,0,0,G-115
1985,2,G,115,0,0,0,G-115
1986,1,G,115,0,0,0,G-115
1986,2,G,115,0,0,0,G-115
1987,1,G,115,0,0,0,G-115
1987,2,G,115,0,0,0,G-115
1988,1,G,115,0,0,0,G-115
1988,2,G,115,0,0,0,G-115
1989,1,G,115,0,0,0,G-115
1989,2,G,115,0,0,0,G-115
1990,1,G,115,0,0,0,G-115
1990,2,G,115,0,0,0,G-115
1991,1,G,115,0,0,0,G-115
1991,2,G,115,0,0,0,G-115
1992,1,G,115,0,0,0,G-115
1992,2,G,115,0,0,0,G-115
1993,1,G,115,NA,NA,NA,G-115
1993,2,G,115,0,1,0,G-115
1994,1,G,115,0,0,0,G-115
1994,2,G,115,0,0,0,G-115
1995,1,G,115,0,0,0,G-115
1995,2,G,115,0,0,0,G-115
1996,1,G,115,0,0,0,G-115
1996,2,G,115,0,0,0,G-115
1997,1,G,115,0,0,0,G-115
1997,2,G,115,0,0,0,G-115
1998,1,G,115,0,0,0,G-115
1998,2,G,115,0,0,0,G-115
1999,1,G,115,0,0,0,G-115
1999,2,G,115,0,0,0,G-115
2000,1,G,115,0,0,0,G-115
2000,2,G,115,0,0,0,G-115
2001,1,G,115,0,0,0,G-115
2001,2,G,115,0,0,0,G-115
2002,1,G,115,0,0,0,G-115
2002,2,G,115,0,0,0,G-115
2003,1,G,115,0,0,0,G-115
2003,2,G,115,0,0,0,G-115
2004,1,G,115,0,0,0,G-115
2004,2,G,115,0,0,0,G-115
2005,1,G,115,0,0,0,G-115
2005,2,G,115,0,0,0,G-115
2006,1,G,115,0,0,0,G-115
2006,2,G,115,0,0,0,G-115
2007,1,G,115,0,0,0,G-115
2007,2,G,115,0,0,0,G-115
2008,1,G,115,0,0,0,G-115
2008,2,G,115,0,0,0,G-115
1982,1,G,116,NA,NA,NA,G-116
1982,2,G,116,0,0,0,G-116
1983,1,G,116,0,1,0,G-116
1983,2,G,116,0,0,0,G-116
1984,1,G,116,0,0,0,G-116
1984,2,G,116,0,1,0,G-116
1985,1,G,116,0,1,0,G-116
1985,2,G,116,0,1,0,G-116
1986,1,G,116,0,1,0,G-116
1986,2,G,116,0,1,0,G-116
1987,1,G,116,0,1,0,G-116
1987,2,G,116,0,1,0,G-116
1988,1,G,116,0,0,0,G-116
1988,2,G,116,0,1,0,G-116
1989,1,G,116,0,0,0,G-116
1989,2,G,116,0,1,0,G-116
1990,1,G,116,0,0,0,G-116
1990,2,G,116,0,0,0,G-116
1991,1,G,116,0,0,0,G-116
1991,2,G,116,0,1,0,G-116
1992,1,G,116,0,1,0,G-116
1992,2,G,116,0,1,0,G-116
1993,1,G,116,NA,NA,NA,G-116
1993,2,G,116,0,1,0,G-116
1994,1,G,116,0,1,0,G-116
1994,2,G,116,0,1,0,G-116
1995,1,G,116,0,1,0,G-116
1995,2,G,116,0,1,0,G-116
1996,1,G,116,0,1,0,G-116
1996,2,G,116,0,1,0,G-116
1997,1,G,116,0,1,0,G-116
1997,2,G,116,0,1,0,G-116
1998,1,G,116,0,1,0,G-116
1998,2,G,116,0,0,0,G-116
1999,1,G,116,0,1,0,G-116
1999,2,G,116,0,1,0,G-116
2000,1,G,116,1,1,0,G-116
2000,2,G,116,1,1,0,G-116
2001,1,G,116,0,1,0,G-116
2001,2,G,116,0,1,0,G-116
2002,1,G,116,0,1,0,G-116
2002,2,G,116,0,1,0,G-116
2003,1,G,116,0,0,0,G-116
2003,2,G,116,0,1,0,G-116
2004,1,G,116,0,1,0,G-116
2004,2,G,116,0,1,0,G-116
2005,1,G,116,0,1,0,G-116
2005,2,G,116,0,1,0,G-116
2006,1,G,116,0,1,0,G-116
2006,2,G,116,0,1,0,G-116
2007,1,G,116,0,1,0,G-116
2007,2,G,116,0,1,0,G-116
2008,1,G,116,0,1,0,G-116
2008,2,G,116,0,0,0,G-116
1982,1,G,117,NA,NA,NA,G-117
1982,2,G,117,0,0,0,G-117
1983,1,G,117,0,1,0,G-117
1983,2,G,117,0,0,0,G-117
1984,1,G,117,0,0,0,G-117
1984,2,G,117,0,0,0,G-117
1985,1,G,117,0,0,0,G-117
1985,2,G,117,0,1,0,G-117
1986,1,G,117,0,0,0,G-117
1986,2,G,117,0,0,0,G-117
1987,1,G,117,0,0,0,G-117
1987,2,G,117,0,0,0,G-117
1988,1,G,117,0,1,0,G-117
1988,2,G,117,0,0,0,G-117
1989,1,G,117,0,1,0,G-117
1989,2,G,117,0,1,0,G-117
1990,1,G,117,0,0,0,G-117
1990,2,G,117,0,0,0,G-117
1991,1,G,117,0,0,0,G-117
1991,2,G,117,0,0,0,G-117
1992,1,G,117,0,0,0,G-117
1992,2,G,117,0,0,0,G-117
1993,1,G,117,NA,NA,NA,G-117
1993,2,G,117,0,0,0,G-117
1994,1,G,117,0,0,0,G-117
1994,2,G,117,0,0,0,G-117
1995,1,G,117,0,0,0,G-117
1995,2,G,117,0,0,0,G-117
1996,1,G,117,0,0,0,G-117
1996,2,G,117,0,0,0,G-117
1997,1,G,117,0,0,0,G-117
1997,2,G,117,0,0,0,G-117
1998,1,G,117,0,0,0,G-117
1998,2,G,117,0,0,0,G-117
1999,1,G,117,0,0,0,G-117
1999,2,G,117,0,0,0,G-117
2000,1,G,117,0,0,0,G-117
2000,2,G,117,0,0,0,G-117
2001,1,G,117,0,0,0,G-117
2001,2,G,117,0,1,0,G-117
2002,1,G,117,0,1,0,G-117
2002,2,G,117,0,0,0,G-117
2003,1,G,117,0,0,0,G-117
2003,2,G,117,0,1,0,G-117
2004,1,G,117,0,0,0,G-117
2004,2,G,117,0,0,0,G-117
2005,1,G,117,0,0,0,G-117
2005,2,G,117,0,1,0,G-117
2006,1,G,117,0,1,0,G-117
2006,2,G,117,0,0,0,G-117
2007,1,G,117,0,1,0,G-117
2007,2,G,117,0,1,0,G-117
2008,1,G,117,0,0,0,G-117
2008,2,G,117,0,0,0,G-117
1982,1,G,118,NA,NA,NA,G-118
1982,2,G,118,0,0,0,G-118
1983,1,G,118,0,0,0,G-118
1983,2,G,118,0,0,0,G-118
1984,1,G,118,0,0,0,G-118
1984,2,G,118,0,0,0,G-118
1985,1,G,118,0,0,0,G-118
1985,2,G,118,0,0,0,G-118
1986,1,G,118,0,0,0,G-118
1986,2,G,118,0,0,0,G-118
1987,1,G,118,0,0,0,G-118
1987,2,G,118,0,0,0,G-118
1988,1,G,118,0,0,0,G-118
1988,2,G,118,0,0,0,G-118
1989,1,G,118,0,0,0,G-118
1989,2,G,118,0,0,0,G-118
1990,1,G,118,0,0,0,G-118
1990,2,G,118,0,0,0,G-118
1991,1,G,118,0,0,0,G-118
1991,2,G,118,0,0,0,G-118
1992,1,G,118,0,0,0,G-118
1992,2,G,118,0,0,0,G-118
1993,1,G,118,NA,NA,NA,G-118
1993,2,G,118,0,0,0,G-118
1994,1,G,118,0,0,0,G-118
1994,2,G,118,0,0,0,G-118
1995,1,G,118,0,0,0,G-118
1995,2,G,118,0,0,0,G-118
1996,1,G,118,0,0,0,G-118
1996,2,G,118,0,0,0,G-118
1997,1,G,118,0,0,0,G-118
1997,2,G,118,0,0,0,G-118
1998,1,G,118,0,0,0,G-118
1998,2,G,118,0,0,0,G-118
1999,1,G,118,0,0,0,G-118
1999,2,G,118,0,0,0,G-118
2000,1,G,118,0,0,0,G-118
2000,2,G,118,0,0,0,G-118
2001,1,G,118,0,0,0,G-118
2001,2,G,118,0,0,0,G-118
2002,1,G,118,0,0,0,G-118
2002,2,G,118,0,0,0,G-118
2003,1,G,118,0,0,0,G-118
2003,2,G,118,0,1,0,G-118
2004,1,G,118,0,0,0,G-118
2004,2,G,118,0,0,0,G-118
2005,1,G,118,0,0,0,G-118
2005,2,G,118,0,0,0,G-118
2006,1,G,118,0,0,0,G-118
2006,2,G,118,0,0,0,G-118
2007,1,G,118,0,0,0,G-118
2007,2,G,118,0,0,0,G-118
2008,1,G,118,0,0,0,G-118
2008,2,G,118,0,0,0,G-118
1982,1,G,119,NA,NA,NA,G-119
1982,2,G,119,0,0,0,G-119
1983,1,G,119,0,0,0,G-119
1983,2,G,119,0,0,0,G-119
1984,1,G,119,0,0,0,G-119
1984,2,G,119,0,0,0,G-119
1985,1,G,119,0,0,0,G-119
1985,2,G,119,0,0,0,G-119
1986,1,G,119,0,0,0,G-119
1986,2,G,119,0,0,0,G-119
1987,1,G,119,0,0,0,G-119
1987,2,G,119,0,0,0,G-119
1988,1,G,119,0,0,0,G-119
1988,2,G,119,0,0,0,G-119
1989,1,G,119,0,0,0,G-119
1989,2,G,119,0,0,0,G-119
1990,1,G,119,0,0,0,G-119
1990,2,G,119,0,0,0,G-119
1991,1,G,119,0,0,0,G-119
1991,2,G,119,0,0,0,G-119
1992,1,G,119,0,0,0,G-119
1992,2,G,119,0,0,0,G-119
1993,1,G,119,NA,NA,NA,G-119
1993,2,G,119,0,0,0,G-119
1994,1,G,119,0,0,0,G-119
1994,2,G,119,0,0,0,G-119
1995,1,G,119,0,0,0,G-119
1995,2,G,119,0,0,0,G-119
1996,1,G,119,0,0,0,G-119
1996,2,G,119,0,0,0,G-119
1997,1,G,119,0,0,0,G-119
1997,2,G,119,0,0,0,G-119
1998,1,G,119,0,0,0,G-119
1998,2,G,119,0,1,0,G-119
1999,1,G,119,0,0,0,G-119
1999,2,G,119,0,0,0,G-119
2000,1,G,119,0,0,0,G-119
2000,2,G,119,0,1,0,G-119
2001,1,G,119,0,0,0,G-119
2001,2,G,119,0,0,0,G-119
2002,1,G,119,0,0,0,G-119
2002,2,G,119,0,0,0,G-119
2003,1,G,119,0,0,0,G-119
2003,2,G,119,0,0,0,G-119
2004,1,G,119,0,0,0,G-119
2004,2,G,119,0,0,0,G-119
2005,1,G,119,0,0,0,G-119
2005,2,G,119,0,0,0,G-119
2006,1,G,119,0,0,0,G-119
2006,2,G,119,0,0,0,G-119
2007,1,G,119,0,0,0,G-119
2007,2,G,119,0,1,0,G-119
2008,1,G,119,0,0,0,G-119
2008,2,G,119,0,1,0,G-119
1982,1,G,120,NA,NA,NA,G-120
1982,2,G,120,0,0,0,G-120
1983,1,G,120,0,0,0,G-120
1983,2,G,120,0,0,0,G-120
1984,1,G,120,0,0,0,G-120
1984,2,G,120,0,0,0,G-120
1985,1,G,120,0,0,0,G-120
1985,2,G,120,0,0,0,G-120
1986,1,G,120,0,0,0,G-120
1986,2,G,120,0,0,0,G-120
1987,1,G,120,0,0,0,G-120
1987,2,G,120,0,0,0,G-120
1988,1,G,120,0,0,0,G-120
1988,2,G,120,0,0,0,G-120
1989,1,G,120,0,0,0,G-120
1989,2,G,120,0,0,0,G-120
1990,1,G,120,0,0,0,G-120
1990,2,G,120,0,0,0,G-120
1991,1,G,120,0,0,0,G-120
1991,2,G,120,0,0,0,G-120
1992,1,G,120,0,0,0,G-120
1992,2,G,120,0,0,0,G-120
1993,1,G,120,NA,NA,NA,G-120
1993,2,G,120,0,0,0,G-120
1994,1,G,120,0,0,0,G-120
1994,2,G,120,0,0,0,G-120
1995,1,G,120,0,0,0,G-120
1995,2,G,120,0,0,0,G-120
1996,1,G,120,0,0,0,G-120
1996,2,G,120,0,0,0,G-120
1997,1,G,120,0,0,0,G-120
1997,2,G,120,0,0,0,G-120
1998,1,G,120,0,0,0,G-120
1998,2,G,120,0,0,0,G-120
1999,1,G,120,0,0,0,G-120
1999,2,G,120,0,0,0,G-120
2000,1,G,120,0,0,0,G-120
2000,2,G,120,0,0,0,G-120
2001,1,G,120,0,0,0,G-120
2001,2,G,120,0,0,0,G-120
2002,1,G,120,0,0,0,G-120
2002,2,G,120,0,0,0,G-120
2003,1,G,120,0,1,0,G-120
2003,2,G,120,0,0,0,G-120
2004,1,G,120,0,0,0,G-120
2004,2,G,120,0,0,0,G-120
2005,1,G,120,0,0,0,G-120
2005,2,G,120,0,0,0,G-120
2006,1,G,120,0,0,0,G-120
2006,2,G,120,0,0,0,G-120
2007,1,G,120,0,0,0,G-120
2007,2,G,120,0,0,0,G-120
2008,1,G,120,0,0,0,G-120
2008,2,G,120,0,0,0,G-120
1982,1,G,121,NA,NA,NA,G-121
1982,2,G,121,0,0,0,G-121
1983,1,G,121,0,0,0,G-121
1983,2,G,121,0,0,0,G-121
1984,1,G,121,0,0,0,G-121
1984,2,G,121,0,0,0,G-121
1985,1,G,121,0,0,0,G-121
1985,2,G,121,0,0,0,G-121
1986,1,G,121,0,0,0,G-121
1986,2,G,121,0,0,0,G-121
1987,1,G,121,0,0,0,G-121
1987,2,G,121,0,0,0,G-121
1988,1,G,121,0,0,0,G-121
1988,2,G,121,0,0,0,G-121
1989,1,G,121,0,0,0,G-121
1989,2,G,121,0,0,0,G-121
1990,1,G,121,0,0,0,G-121
1990,2,G,121,0,0,0,G-121
1991,1,G,121,0,0,0,G-121
1991,2,G,121,0,0,0,G-121
1992,1,G,121,0,0,0,G-121
1992,2,G,121,0,0,0,G-121
1993,1,G,121,NA,NA,NA,G-121
1993,2,G,121,0,0,0,G-121
1994,1,G,121,0,0,0,G-121
1994,2,G,121,0,0,0,G-121
1995,1,G,121,0,0,0,G-121
1995,2,G,121,0,0,0,G-121
1996,1,G,121,1,0,0,G-121
1996,2,G,121,0,0,0,G-121
1997,1,G,121,0,0,0,G-121
1997,2,G,121,0,0,0,G-121
1998,1,G,121,0,0,0,G-121
1998,2,G,121,0,0,0,G-121
1999,1,G,121,0,0,0,G-121
1999,2,G,121,0,0,0,G-121
2000,1,G,121,0,0,0,G-121
2000,2,G,121,0,0,0,G-121
2001,1,G,121,0,0,0,G-121
2001,2,G,121,0,0,0,G-121
2002,1,G,121,0,0,0,G-121
2002,2,G,121,0,0,0,G-121
2003,1,G,121,0,0,0,G-121
2003,2,G,121,0,0,0,G-121
2004,1,G,121,0,0,0,G-121
2004,2,G,121,0,0,0,G-121
2005,1,G,121,0,0,0,G-121
2005,2,G,121,0,0,0,G-121
2006,1,G,121,0,0,0,G-121
2006,2,G,121,0,0,0,G-121
2007,1,G,121,0,0,0,G-121
2007,2,G,121,0,0,0,G-121
2008,1,G,121,0,0,0,G-121
2008,2,G,121,0,0,0,G-121
1982,1,G,122,NA,NA,NA,G-122
1982,2,G,122,0,0,0,G-122
1983,1,G,122,0,0,0,G-122
1983,2,G,122,0,0,0,G-122
1984,1,G,122,0,0,0,G-122
1984,2,G,122,0,0,0,G-122
1985,1,G,122,0,0,0,G-122
1985,2,G,122,0,0,0,G-122
1986,1,G,122,0,0,0,G-122
1986,2,G,122,0,0,0,G-122
1987,1,G,122,0,0,0,G-122
1987,2,G,122,0,0,0,G-122
1988,1,G,122,0,0,0,G-122
1988,2,G,122,0,0,0,G-122
1989,1,G,122,0,0,0,G-122
1989,2,G,122,0,0,0,G-122
1990,1,G,122,0,0,0,G-122
1990,2,G,122,0,0,0,G-122
1991,1,G,122,0,0,0,G-122
1991,2,G,122,0,0,0,G-122
1992,1,G,122,0,0,0,G-122
1992,2,G,122,0,0,0,G-122
1993,1,G,122,NA,NA,NA,G-122
1993,2,G,122,0,1,0,G-122
1994,1,G,122,0,1,0,G-122
1994,2,G,122,0,1,0,G-122
1995,1,G,122,0,1,0,G-122
1995,2,G,122,0,0,0,G-122
1996,1,G,122,0,1,0,G-122
1996,2,G,122,0,1,0,G-122
1997,1,G,122,0,0,0,G-122
1997,2,G,122,0,0,0,G-122
1998,1,G,122,0,1,0,G-122
1998,2,G,122,0,1,0,G-122
1999,1,G,122,0,1,0,G-122
1999,2,G,122,0,1,0,G-122
2000,1,G,122,0,1,0,G-122
2000,2,G,122,0,1,0,G-122
2001,1,G,122,0,1,0,G-122
2001,2,G,122,0,1,0,G-122
2002,1,G,122,0,1,0,G-122
2002,2,G,122,0,1,0,G-122
2003,1,G,122,0,1,0,G-122
2003,2,G,122,0,1,0,G-122
2004,1,G,122,0,1,0,G-122
2004,2,G,122,0,0,0,G-122
2005,1,G,122,0,1,0,G-122
2005,2,G,122,0,1,0,G-122
2006,1,G,122,0,1,0,G-122
2006,2,G,122,0,1,0,G-122
2007,1,G,122,0,1,0,G-122
2007,2,G,122,0,1,0,G-122
2008,1,G,122,0,0,0,G-122
2008,2,G,122,0,1,0,G-122
1982,1,G,123,NA,NA,NA,G-123
1982,2,G,123,0,0,0,G-123
1983,1,G,123,0,0,0,G-123
1983,2,G,123,0,0,0,G-123
1984,1,G,123,0,0,0,G-123
1984,2,G,123,0,0,0,G-123
1985,1,G,123,0,0,0,G-123
1985,2,G,123,0,0,0,G-123
1986,1,G,123,0,0,0,G-123
1986,2,G,123,0,0,0,G-123
1987,1,G,123,0,0,0,G-123
1987,2,G,123,0,0,0,G-123
1988,1,G,123,0,0,0,G-123
1988,2,G,123,0,0,0,G-123
1989,1,G,123,0,0,0,G-123
1989,2,G,123,0,0,0,G-123
1990,1,G,123,0,0,0,G-123
1990,2,G,123,0,0,0,G-123
1991,1,G,123,0,1,0,G-123
1991,2,G,123,0,0,0,G-123
1992,1,G,123,0,0,0,G-123
1992,2,G,123,0,1,0,G-123
1993,1,G,123,NA,NA,NA,G-123
1993,2,G,123,0,0,0,G-123
1994,1,G,123,0,0,0,G-123
1994,2,G,123,0,0,0,G-123
1995,1,G,123,0,0,0,G-123
1995,2,G,123,0,0,0,G-123
1996,1,G,123,0,0,0,G-123
1996,2,G,123,0,0,0,G-123
1997,1,G,123,0,0,0,G-123
1997,2,G,123,0,0,0,G-123
1998,1,G,123,0,0,0,G-123
1998,2,G,123,0,0,0,G-123
1999,1,G,123,0,0,0,G-123
1999,2,G,123,0,0,0,G-123
2000,1,G,123,0,0,0,G-123
2000,2,G,123,0,0,0,G-123
2001,1,G,123,0,0,0,G-123
2001,2,G,123,0,0,0,G-123
2002,1,G,123,0,0,0,G-123
2002,2,G,123,0,0,0,G-123
2003,1,G,123,0,0,0,G-123
2003,2,G,123,0,0,0,G-123
2004,1,G,123,0,0,0,G-123
2004,2,G,123,0,0,0,G-123
2005,1,G,123,0,0,0,G-123
2005,2,G,123,0,0,0,G-123
2006,1,G,123,0,0,0,G-123
2006,2,G,123,0,0,0,G-123
2007,1,G,123,0,0,0,G-123
2007,2,G,123,0,0,0,G-123
2008,1,G,123,0,0,0,G-123
2008,2,G,123,0,0,0,G-123
1982,1,G,124,NA,NA,NA,G-124
1982,2,G,124,0,0,0,G-124
1983,1,G,124,0,0,0,G-124
1983,2,G,124,0,0,0,G-124
1984,1,G,124,0,0,0,G-124
1984,2,G,124,0,0,0,G-124
1985,1,G,124,0,0,0,G-124
1985,2,G,124,0,0,0,G-124
1986,1,G,124,0,0,0,G-124
1986,2,G,124,0,0,0,G-124
1987,1,G,124,0,0,0,G-124
1987,2,G,124,0,0,0,G-124
1988,1,G,124,0,0,0,G-124
1988,2,G,124,0,0,0,G-124
1989,1,G,124,0,0,0,G-124
1989,2,G,124,0,0,0,G-124
1990,1,G,124,0,0,0,G-124
1990,2,G,124,0,0,0,G-124
1991,1,G,124,0,0,0,G-124
1991,2,G,124,0,0,0,G-124
1992,1,G,124,0,0,0,G-124
1992,2,G,124,0,0,0,G-124
1993,1,G,124,NA,NA,NA,G-124
1993,2,G,124,0,0,0,G-124
1994,1,G,124,0,0,0,G-124
1994,2,G,124,0,0,0,G-124
1995,1,G,124,0,0,0,G-124
1995,2,G,124,0,0,0,G-124
1996,1,G,124,0,0,0,G-124
1996,2,G,124,0,0,0,G-124
1997,1,G,124,0,0,0,G-124
1997,2,G,124,0,0,0,G-124
1998,1,G,124,0,0,0,G-124
1998,2,G,124,0,0,0,G-124
1999,1,G,124,0,0,0,G-124
1999,2,G,124,0,0,0,G-124
2000,1,G,124,0,0,0,G-124
2000,2,G,124,0,0,0,G-124
2001,1,G,124,0,0,0,G-124
2001,2,G,124,0,0,0,G-124
2002,1,G,124,0,0,0,G-124
2002,2,G,124,0,0,0,G-124
2003,1,G,124,0,0,0,G-124
2003,2,G,124,0,0,0,G-124
2004,1,G,124,0,0,0,G-124
2004,2,G,124,0,0,0,G-124
2005,1,G,124,0,0,0,G-124
2005,2,G,124,0,1,0,G-124
2006,1,G,124,0,0,0,G-124
2006,2,G,124,0,0,0,G-124
2007,1,G,124,0,1,0,G-124
2007,2,G,124,0,1,0,G-124
2008,1,G,124,0,0,0,G-124
2008,2,G,124,0,1,0,G-124
1982,1,G,125,NA,NA,NA,G-125
1982,2,G,125,0,0,0,G-125
1983,1,G,125,0,0,0,G-125
1983,2,G,125,0,0,0,G-125
1984,1,G,125,0,0,0,G-125
1984,2,G,125,0,0,0,G-125
1985,1,G,125,0,0,0,G-125
1985,2,G,125,0,0,0,G-125
1986,1,G,125,0,0,0,G-125
1986,2,G,125,0,0,0,G-125
1987,1,G,125,0,0,0,G-125
1987,2,G,125,0,0,0,G-125
1988,1,G,125,0,0,0,G-125
1988,2,G,125,0,0,0,G-125
1989,1,G,125,0,0,0,G-125
1989,2,G,125,0,0,0,G-125
1990,1,G,125,0,0,0,G-125
1990,2,G,125,0,0,0,G-125
1991,1,G,125,0,0,0,G-125
1991,2,G,125,0,0,0,G-125
1992,1,G,125,0,0,0,G-125
1992,2,G,125,0,0,0,G-125
1993,1,G,125,NA,NA,NA,G-125
1993,2,G,125,0,0,0,G-125
1994,1,G,125,0,0,0,G-125
1994,2,G,125,0,0,0,G-125
1995,1,G,125,0,0,0,G-125
1995,2,G,125,0,0,0,G-125
1996,1,G,125,0,0,0,G-125
1996,2,G,125,0,0,0,G-125
1997,1,G,125,0,0,0,G-125
1997,2,G,125,0,0,0,G-125
1998,1,G,125,0,0,0,G-125
1998,2,G,125,0,0,0,G-125
1999,1,G,125,0,0,0,G-125
1999,2,G,125,0,0,0,G-125
2000,1,G,125,0,0,0,G-125
2000,2,G,125,0,0,0,G-125
2001,1,G,125,0,0,0,G-125
2001,2,G,125,0,0,0,G-125
2002,1,G,125,0,0,0,G-125
2002,2,G,125,0,0,0,G-125
2003,1,G,125,0,0,0,G-125
2003,2,G,125,0,0,0,G-125
2004,1,G,125,0,0,0,G-125
2004,2,G,125,0,0,0,G-125
2005,1,G,125,0,0,0,G-125
2005,2,G,125,0,0,0,G-125
2006,1,G,125,0,0,0,G-125
2006,2,G,125,0,0,0,G-125
2007,1,G,125,0,0,0,G-125
2007,2,G,125,0,0,0,G-125
2008,1,G,125,0,0,0,G-125
2008,2,G,125,0,0,0,G-125
1982,1,G,126,NA,NA,NA,G-126
1982,2,G,126,0,0,0,G-126
1983,1,G,126,0,0,0,G-126
1983,2,G,126,0,0,0,G-126
1984,1,G,126,0,0,0,G-126
1984,2,G,126,0,0,0,G-126
1985,1,G,126,0,0,0,G-126
1985,2,G,126,0,0,0,G-126
1986,1,G,126,0,0,0,G-126
1986,2,G,126,0,0,0,G-126
1987,1,G,126,0,0,0,G-126
1987,2,G,126,0,0,0,G-126
1988,1,G,126,0,0,0,G-126
1988,2,G,126,0,0,0,G-126
1989,1,G,126,0,0,0,G-126
1989,2,G,126,0,0,0,G-126
1990,1,G,126,0,0,0,G-126
1990,2,G,126,0,0,0,G-126
1991,1,G,126,0,0,0,G-126
1991,2,G,126,0,0,0,G-126
1992,1,G,126,0,0,0,G-126
1992,2,G,126,0,0,0,G-126
1993,1,G,126,NA,NA,NA,G-126
1993,2,G,126,0,0,0,G-126
1994,1,G,126,0,0,0,G-126
1994,2,G,126,0,0,0,G-126
1995,1,G,126,0,0,0,G-126
1995,2,G,126,0,0,0,G-126
1996,1,G,126,0,0,0,G-126
1996,2,G,126,0,0,0,G-126
1997,1,G,126,0,0,0,G-126
1997,2,G,126,0,0,0,G-126
1998,1,G,126,0,0,0,G-126
1998,2,G,126,0,0,0,G-126
1999,1,G,126,0,0,0,G-126
1999,2,G,126,0,0,0,G-126
2000,1,G,126,0,0,0,G-126
2000,2,G,126,0,0,0,G-126
2001,1,G,126,0,0,0,G-126
2001,2,G,126,0,0,0,G-126
2002,1,G,126,0,0,0,G-126
2002,2,G,126,0,0,0,G-126
2003,1,G,126,0,0,0,G-126
2003,2,G,126,0,0,0,G-126
2004,1,G,126,0,0,0,G-126
2004,2,G,126,0,0,0,G-126
2005,1,G,126,0,0,0,G-126
2005,2,G,126,0,0,0,G-126
2006,1,G,126,0,0,0,G-126
2006,2,G,126,0,0,0,G-126
2007,1,G,126,0,0,0,G-126
2007,2,G,126,0,0,0,G-126
2008,1,G,126,0,0,0,G-126
2008,2,G,126,0,0,0,G-126
1982,1,G,127,NA,NA,NA,G-127
1982,2,G,127,0,0,0,G-127
1983,1,G,127,0,0,0,G-127
1983,2,G,127,0,0,0,G-127
1984,1,G,127,0,0,0,G-127
1984,2,G,127,0,0,0,G-127
1985,1,G,127,0,0,0,G-127
1985,2,G,127,0,0,0,G-127
1986,1,G,127,0,0,0,G-127
1986,2,G,127,0,0,0,G-127
1987,1,G,127,0,0,0,G-127
1987,2,G,127,0,0,0,G-127
1988,1,G,127,0,0,0,G-127
1988,2,G,127,0,0,0,G-127
1989,1,G,127,0,0,0,G-127
1989,2,G,127,0,0,0,G-127
1990,1,G,127,0,0,0,G-127
1990,2,G,127,0,0,0,G-127
1991,1,G,127,0,0,0,G-127
1991,2,G,127,0,0,0,G-127
1992,1,G,127,0,0,0,G-127
1992,2,G,127,0,0,0,G-127
1993,1,G,127,NA,NA,NA,G-127
1993,2,G,127,0,0,0,G-127
1994,1,G,127,0,0,0,G-127
1994,2,G,127,0,0,0,G-127
1995,1,G,127,0,0,0,G-127
1995,2,G,127,0,0,0,G-127
1996,1,G,127,0,0,0,G-127
1996,2,G,127,0,0,0,G-127
1997,1,G,127,0,0,0,G-127
1997,2,G,127,0,0,0,G-127
1998,1,G,127,0,0,0,G-127
1998,2,G,127,0,0,0,G-127
1999,1,G,127,0,0,0,G-127
1999,2,G,127,0,0,0,G-127
2000,1,G,127,0,0,0,G-127
2000,2,G,127,0,0,0,G-127
2001,1,G,127,0,0,0,G-127
2001,2,G,127,0,0,0,G-127
2002,1,G,127,0,0,0,G-127
2002,2,G,127,0,0,0,G-127
2003,1,G,127,0,0,0,G-127
2003,2,G,127,0,0,0,G-127
2004,1,G,127,0,0,0,G-127
2004,2,G,127,0,0,0,G-127
2005,1,G,127,0,0,0,G-127
2005,2,G,127,0,0,0,G-127
2006,1,G,127,0,0,0,G-127
2006,2,G,127,0,0,0,G-127
2007,1,G,127,0,0,0,G-127
2007,2,G,127,0,0,0,G-127
2008,1,G,127,0,0,0,G-127
